,Country,ISO,HDIrank2017,Year,HDIvalue,Year in Text,Cut_1,Cut_2,Cut_3,Cut_4,bins,Unnamed: 0,IT.CEL.SETS.P2,EG.ELC.ACCS.ZS,IQ.CPA.PROP.XQ
3440,Samoa,WSM,104,2009,0.687,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,4080,,97.9,4.0
3441,Sao Tome and Principe,STP,143,2009,0.5379999999999999,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,4130,47.32016884,56.9,2.5
3442,Saudi Arabia,SAU,39,2009,0.7959999999999999,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,4,4155,168.27398480000002,100.0,
3443,Senegal,SEN,164,2009,0.449,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,4180,54.98795028,53.5,3.5
3444,Serbia,SRB,67,2009,0.759,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,4,4205,135.32330880000004,99.64244842529301,
3445,Seychelles,SYC,62,2009,0.741,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,4,4230,121.5677659,97.08582305908199,
3446,Sierra Leone,SLE,184,2009,0.381,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,4255,18.38276077,13.962181091308599,2.5
3447,Singapore,SGP,9,2009,0.884,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,4280,138.652201,100.0,
3448,Slovakia,SVK,38,2009,0.8240000000000001,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,4330,101.7960572,100.0,
3449,Slovenia,SVN,25,2009,0.878,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,4355,103.1939783,100.0,
3450,Solomon Islands,SLB,152,2009,0.49700000000000005,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,4380,9.688439172999999,21.2,3.0
3451,South Africa,ZAF,113,2009,0.642,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,4430,91.10310923,82.7,
3452,Spain,ESP,26,2009,0.858,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,4480,109.84726289999999,100.0,
3453,Sri Lanka,LKA,76,2009,0.74,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,4,4505,81.22215267,83.80799865722659,3.5
3454,Sudan,SDN,167,2009,0.46799999999999997,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,4630,45.58577362,29.0,2.0
3455,Suriname,SUR,100,2009,0.677,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,4655,146.7314869,91.2629623413086,
3456,Sweden,SWE,7,2009,0.899,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,4680,112.09561029999999,100.0,
3457,Switzerland,CHE,2,2009,0.927,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,4705,120.4909656,100.0,
3458,Syrian Arab Republic,SYR,155,2009,0.648,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,4730,48.12442974,95.11620330810551,
3459,Tajikistan,TJK,127,2009,0.62,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,4755,65.57097128,99.0,2.5
3460,Thailand,THA,83,2009,0.718,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,4805,98.61015543,98.96,
3461,Timor-Leste,TLS,132,2009,0.61,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,4830,32.13225753,43.8447380065918,2.0
3462,Togo,TGO,165,2009,0.449,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,4855,34.55246307,33.7377243041992,2.5
3463,Tonga,TON,98,2009,0.706,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,4880,51.15632601,91.51193237304692,3.5
3464,Trinidad and Tobago,TTO,69,2009,0.772,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,4,4905,139.70337869999997,99.0,
3465,Tunisia,TUN,95,2009,0.71,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,4930,93.11139104,99.5,
3466,Turkey,TUR,64,2009,0.718,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,4955,88.00150156,99.3107452392578,
3467,Turkmenistan,TKM,108,2009,,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,NaN,4980,42.59008177,99.7497711181641,
3468,Uganda,UGA,162,2009,0.47700000000000004,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,5055,28.63348,10.0,3.5
3469,Ukraine,UKR,88,2009,0.727,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,5080,119.45642109999999,99.8724822998047,
3470,United Arab Emirates,ARE,34,2009,0.835,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,5105,139.20337769999998,100.0,
3471,United Kingdom,GBR,14,2009,0.899,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,5130,121.9353861,100.0,
3472,United States,USA,13,2009,0.91,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,5,5155,89.61260458,100.0,
3473,Uruguay,URY,55,2009,0.778,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,4,5180,122.267605,98.83069610595699,
3474,Uzbekistan,UZB,105,2009,0.659,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,3,5205,58.31197146,99.9554977416992,2.5
3475,Vanuatu,VUT,138,2009,0.59,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,5230,57.05830102,33.2911151921981,3.5
3476,Viet Nam,VNM,116,2009,0.6559999999999999,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,5280,112.17212749999999,96.1,3.5
3477,Yemen,YEM,178,2009,0.491,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,5355,36.18291922,61.751399993896506,2.5
3478,Zambia,ZMB,144,2009,0.5329999999999999,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,2,5380,32.74781095,23.2356491088867,3.0
3479,Zimbabwe,ZWE,156,2009,0.45,HDI 2009,0.5108,0.659,0.74,0.8236000000000001,1,5405,28.89809486,43.3690818728747,1.5
3480,Afghanistan,AFG,168,2010,0.46299999999999997,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,4,35.46776644,42.7,1.5
3481,Albania,ALB,68,2010,0.741,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,29,91.56092875,100.0,
3482,Algeria,DZA,85,2010,0.7290000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,54,90.75943977,98.8849716186523,
3483,Andorra,AND,35,2010,0.828,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,104,77.5556845,100.0,
3484,Angola,AGO,147,2010,0.52,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,129,40.23840253,33.514949798584,2.0
3485,Antigua and Barbuda,ATG,70,2010,0.7659999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,154,177.44372019999997,94.24700927734379,
3486,Argentina,ARG,47,2010,0.813,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,179,138.4689785,98.82,
3487,Armenia,ARM,83,2010,0.728,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,204,134.3391104,99.8,3.5
3488,Australia,AUS,3,2010,0.9229999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,254,101.71760809999999,100.0,
3489,Austria,AUT,20,2010,0.895,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,279,145.5537959,100.0,
3490,Azerbaijan,AZE,80,2010,0.74,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,304,100.7490321,99.9656753540039,3.0
3491,Bahamas,BHS,54,2010,0.789,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,329,118.7192378,99.5609893798828,
3492,Bahrain,BHR,43,2010,0.7959999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,354,126.28318059999998,100.0,
3493,Bangladesh,BGD,136,2010,0.545,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,379,44.64297594,55.26,3.0
3494,Barbados,BRB,58,2010,0.782,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,404,125.21452659999999,100.0,
3495,Belarus,BLR,53,2010,0.792,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,429,109.07656029999998,100.0,
3496,Belgium,BEL,17,2010,0.903,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,454,111.110074,100.0,
3497,Belize,BLZ,106,2010,0.6990000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,479,60.38438099,89.91722437477979,
3498,Benin,BEN,163,2010,0.473,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,504,76.90743352,34.2,3.0
3499,Bhutan,BTN,134,2010,0.5660000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,554,54.19100903,73.2829108748978,3.5
3500,Bosnia and Herzegovina,BIH,77,2010,0.713,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,604,83.56160151,99.8557586669922,3.0
3501,Botswana,BWA,101,2010,0.66,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,629,117.29866899999999,47.7931137084961,
3502,Brazil,BRA,79,2010,0.727,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,654,100.0679429,98.883056640625,
3503,Brunei Darussalam,BRN,39,2010,0.8420000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,704,111.9492001,100.0,
3504,Bulgaria,BGR,51,2010,0.779,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,729,137.7516108,100.0,
3505,Burkina Faso,BFA,183,2010,0.375,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,754,36.57655001,13.1,3.5
3506,Burundi,BDI,185,2010,0.395,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,779,19.14044027,5.3,2.5
3507,Cambodia,KHM,146,2010,0.537,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,829,56.96353418,31.1,2.5
3508,Cameroon,CMR,151,2010,0.506,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,854,43.24706023,52.8793601989746,2.5
3509,Canada,CAN,12,2010,0.902,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,879,75.58210932,100.0,
3510,Central African Republic,CAF,188,2010,0.35100000000000003,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,929,22.01250976,9.8,2.0
3511,Chad,TCD,186,2010,0.371,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,954,24.18823202,6.4,2.0
3512,Chile,CHL,44,2010,0.8079999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,1004,116.8235653,99.38864135742192,
3513,China,CHN,86,2010,0.706,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1029,63.17336105,99.7,
3514,Colombia,COL,90,2010,0.7190000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1054,96.8630146,96.788995,
3515,Comoros,COM,165,2010,0.48200000000000004,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,1079,23.96403032,63.1258201599121,2.5
3516,Congo,COG,137,2010,0.557,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,1129,84.77338168,42.5159149169922,2.5
3517,Costa Rica,CRI,63,2010,0.754,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,1154,68.82682695,98.995734,
3518,Croatia,HRV,46,2010,0.8079999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,1204,113.867324,100.0,
3519,Cuba,CUB,73,2010,0.779,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,1229,8.850352831,99.96389770507808,
3520,Cyprus,CYP,32,2010,0.85,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,1279,124.9330675,100.0,
3521,Côte d'Ivoire,CIV,170,2010,0.442,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,1179,76.46091326,57.9639282226563,2.0
3522,Denmark,DNK,11,2010,0.91,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,1329,115.5890246,100.0,
3523,Djibouti,DJI,172,2010,0.449,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,1354,19.45764886,53.3037719726563,2.5
3524,Dominica,DMA,103,2010,0.722,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1379,147.77015680000002,94.847152709961,4.0
3525,Dominican Republic,DOM,94,2010,0.703,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1404,89.84437742,98.145414,
3526,Ecuador,ECU,86,2010,0.715,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1429,98.96911151,97.462142,
3527,Egypt,EGY,115,2010,0.665,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1454,84.01262188,99.6496963500977,
3528,El Salvador,SLV,121,2010,0.6709999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1479,124.91164909999999,91.580238,
3529,Equatorial Guinea,GNQ,141,2010,0.581,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,1504,41.98173912,65.4586181640625,
3530,Eritrea,ERI,179,2010,0.41600000000000004,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,1529,4.219579853,39.740180969238295,2.5
3531,Estonia,EST,30,2010,0.845,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,1554,124.07525849999999,100.0,
3532,Ethiopia,ETH,173,2010,0.41200000000000003,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,1604,7.815041435,25.033405303955103,3.0
3533,Fiji,FJI,92,2010,0.711,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1654,81.15820687,89.54928588867192,
3534,Finland,FIN,15,2010,0.903,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,1679,156.361179,100.0,
3535,France,FRA,24,2010,0.882,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,1704,91.68330775,100.0,
3536,Gabon,GAB,110,2010,0.665,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1754,98.15816267,84.9298858642578,
3537,Gambia,GMB,174,2010,0.441,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,1779,87.36506064,40.197135925293004,3.0
3538,Georgia,GEO,70,2010,0.735,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1804,94.01135866,99.49563598632808,3.5
3539,Germany,DEU,5,2010,0.9209999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,1829,109.2777489,100.0,
3540,Ghana,GHA,140,2010,0.5539999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,1854,71.13607628,65.0408096313477,3.5
3541,Greece,GRC,31,2010,0.856,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,1904,107.39743689999999,100.0,
3542,Grenada,GRD,75,2010,0.743,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,1954,116.4974159,89.5708541870117,3.5
3543,Guatemala,GTM,127,2010,0.611,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2004,123.4959332,84.20420837402351,
3544,Guinea,GIN,175,2010,0.40399999999999997,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,2029,37.05704098,25.8176708221436,2.0
3545,Guinea-Bissau,GNB,177,2010,0.426,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,2054,43.53581253,6.0,2.5
3546,Guyana,GUY,125,2010,0.63,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2079,75.06429524,80.2581329345703,3.0
3547,Haiti,HTI,168,2010,0.47,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,2104,40.00153206,35.9385185241699,2.0
3548,Honduras,HND,133,2010,0.596,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2129,115.98936540000001,80.984668,3.0
3549,Hungary,HUN,45,2010,0.823,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,2179,120.99130320000002,100.0,
3550,Iceland,ISL,6,2010,0.8909999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,2204,106.4774231,100.0,
3551,India,IND,130,2010,0.581,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2229,61.10493897,76.3,3.5
3552,Indonesia,IDN,116,2010,0.6609999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2254,87.12132731,94.15,
3553,Iraq,IRQ,120,2010,0.649,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2304,75.62537503,98.48660278320308,
3554,Ireland,IRL,4,2010,0.909,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,2329,101.6111338,100.0,
3555,Israel,ISR,22,2010,0.887,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,2379,122.69122409999999,100.0,
3556,Italy,ITA,28,2010,0.87,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,2404,156.8163246,100.0,
3557,Jamaica,JAM,97,2010,0.7120000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,2429,112.948449,92.7145462036133,
3558,Japan,JPN,19,2010,0.885,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,2454,95.90457309,100.0,
3559,Jordan,JOR,95,2010,0.728,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,2479,92.1698766,99.57345581054692,
3560,Kazakhstan,KAZ,58,2010,0.765,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,2504,118.31592409999999,99.6371231079102,
3561,Kenya,KEN,142,2010,0.5429999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2529,60.384036800000004,19.2,2.5
3562,Kiribati,KIR,134,2010,0.59,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2554,10.32127966,63.167736707598294,3.5
3563,Kuwait,KWT,56,2010,0.792,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,2654,132.72297659999998,100.0,
3564,Kyrgyzstan,KGZ,122,2010,0.636,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2679,97.29157373,99.0,2.5
3565,Lao People's Democratic Republic,LAO,139,2010,0.546,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,2704,64.0925294,70.2431106567383,3.0
3566,Latvia,LVA,41,2010,0.816,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,2729,108.8374437,100.0,
3567,Lebanon,LBN,80,2010,0.758,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,2754,66.02653684,99.9488067626953,
3568,Lesotho,LSO,159,2010,0.493,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,2779,48.39124335,18.935472488403303,3.5
3569,Liberia,LBR,181,2010,0.40700000000000003,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,2804,39.79884122,5.14613103866577,2.5
3570,Libya,LBY,108,2010,0.755,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,2829,176.6858914,98.5515365600586,
3571,Liechtenstein,LIE,17,2010,0.904,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,2854,98.60289420000001,100.0,
3572,Lithuania,LTU,35,2010,0.8240000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,2879,156.5713011,100.0,
3573,Luxembourg,LUX,21,2010,0.889,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,2904,143.1415132,100.0,
3574,Madagascar,MDG,161,2010,0.504,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,2954,36.45921073,16.9037399291992,3.0
3575,Malawi,MWI,171,2010,0.441,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,2979,20.55346789,8.7,3.5
3576,Malaysia,MYS,57,2010,0.772,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,3004,120.44092179999998,99.2892303466797,
3577,Maldives,MDV,101,2010,0.6709999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,3029,135.6203242,97.1183242797852,3.5
3578,Mali,MLI,182,2010,0.40299999999999997,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,3054,49.35549617,25.398286819457997,3.5
3579,Malta,MLT,29,2010,0.843,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,3079,109.48523229999999,100.0,
3580,Marshall Islands,MHL,106,2010,,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,NaN,3104,,83.4616165161133,
3581,Mauritania,MRT,159,2010,0.48700000000000004,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,3129,76.90862805,32.651882171630895,3.0
3582,Mauritius,MUS,65,2010,0.7490000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,3154,95.4281204,98.60122680664058,
3583,Mexico,MEX,74,2010,0.743,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,3179,77.89321334,99.236696,
3584,Mongolia,MNG,92,2010,0.6970000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,3279,92.54677161,78.502080443828,3.0
3585,Montenegro,MNE,50,2010,0.7929999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,3304,187.4144021,99.7299346923828,
3586,Morocco,MAR,123,2010,0.616,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,3329,98.68137994,90.8117141723633,
3587,Mozambique,MOZ,180,2010,0.40299999999999997,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,3354,29.82558609,17.2579231262207,3.0
3588,Myanmar,MMR,148,2010,0.53,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,3379,1.184307424,48.8,
3589,Namibia,NAM,129,2010,0.594,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,3404,89.73398308,45.371036529540994,
3590,Nepal,NPL,149,2010,0.529,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,3454,34.02847715,66.99374389648439,2.5
3591,Netherlands,NLD,10,2010,0.91,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,3479,114.9619098,100.0,
3592,New Zealand,NZL,16,2010,0.899,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,3529,107.7787912,100.0,
3593,Nicaragua,NIC,124,2010,0.621,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,3554,69.05608723,78.0574569702148,2.5
3594,Niger,NER,189,2010,0.318,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,3579,22.33483047,12.7182464599609,3.0
3595,Nigeria,NGA,157,2010,0.484,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,3604,55.05028776,48.0,2.5
3596,Norway,NOR,1,2010,0.9420000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,3679,114.60142890000002,100.0,
3597,Oman,OMN,48,2010,0.7929999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,3704,151.44479950000002,100.0,
3598,Pakistan,PAK,150,2010,0.526,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,3729,58.15298907,89.8137741088867,3.0
3599,Palau,PLW,60,2010,0.769,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,3754,70.89399121,98.5845947265625,
3600,Panama,PAN,66,2010,0.758,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,3779,182.430497,86.85,
3601,Papua New Guinea,PNG,153,2010,0.52,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,3804,26.85725677,19.5,2.0
3602,Paraguay,PRY,110,2010,0.675,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,3829,95.34581764,97.43086,
3603,Peru,PER,89,2010,0.7170000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,3854,99.11996965,88.12306099999999,
3604,Philippines,PHL,113,2010,0.665,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,3879,88.71560124,84.0349502563477,
3605,Poland,POL,33,2010,0.835,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,3904,122.51550890000001,100.0,
3606,Portugal,PRT,41,2010,0.8220000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,3929,114.6264462,100.0,
3607,Qatar,QAT,37,2010,0.825,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,3979,122.8564638,100.0,
3608,Romania,ROU,52,2010,0.797,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,4004,119.17605900000001,100.0,
3609,Russian Federation,RUS,49,2010,0.78,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,4029,166.037583,100.0,
3610,Rwanda,RWA,158,2010,0.485,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,4054,34.632728799999995,9.7,3.5
3611,Saint Kitts and Nevis,KNA,72,2010,0.745,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,4529,155.50588009999998,97.75255584716801,
3612,Saint Lucia,LCA,90,2010,0.731,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,4554,114.85224240000001,94.2,4.0
3613,Saint Vincent and the Grenadines,VCT,99,2010,0.715,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,4604,120.5607648,93.22228240966801,4.0
3614,Samoa,WSM,104,2010,0.693,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,4079,48.33382562,96.6060104370117,4.0
3615,Sao Tome and Principe,STP,143,2010,0.542,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,4129,58.7780931,59.921047210693395,2.5
3616,Saudi Arabia,SAU,39,2010,0.8079999999999999,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,4154,188.0149645,100.0,
3617,Senegal,SEN,164,2010,0.456,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,4179,64.59870756,54.157588958740206,3.5
3618,Serbia,SRB,67,2010,0.759,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,4204,136.01503780000002,99.71839799749691,
3619,Seychelles,SYC,62,2010,0.747,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,4229,128.6439473,97.0,
3620,Sierra Leone,SLE,184,2010,0.385,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,4254,30.96588798,11.462173073547499,2.5
3621,Singapore,SGP,9,2010,0.909,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,4279,145.53080930000002,100.0,
3622,Slovakia,SVK,38,2010,0.8290000000000001,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,4329,109.63526409999999,100.0,
3623,Slovenia,SVN,25,2010,0.882,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,4354,103.75431259999999,100.0,
3624,Solomon Islands,SLB,152,2010,0.507,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,4379,21.88370375,32.035858154296896,3.0
3625,South Africa,ZAF,113,2010,0.649,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,4429,97.64917918,82.9,
3626,Spain,ESP,26,2010,0.865,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,4479,109.8331304,100.0,
3627,Sri Lanka,LKA,76,2010,0.745,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,4,4504,85.94419555,85.3,3.5
3628,Sudan,SDN,167,2010,0.47,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,1,4629,52.61807267,35.4752998352051,2.0
3629,Suriname,SUR,100,2010,0.703,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,3,4654,99.0615906,91.1975158633725,
3630,Sweden,SWE,7,2010,0.905,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,4679,117.0629429,100.0,
3631,Switzerland,CHE,2,2010,0.932,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,5,4704,123.1383135,100.0,
3632,Syrian Arab Republic,SYR,155,2010,0.644,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,4729,55.64533218,92.7,
3633,Tajikistan,TJK,127,2010,0.634,HDI 2010,0.52,0.665,0.7434000000000001,0.8246,2,4754,77.74312549,99.4612808227539,2.5
